video_id,question_id,video_name,video_trans,video_link,question
v_37_4,q_6_v_37_4,Adaptive Cruise Control with Stop-and-Go _ Ford How-To _ Ford-LnUtjs-jeJA,"00:00:44.181 --> 00:00:46.430
To adjust the gap setting,
press the up and
00:00:46.430 --> 00:00:49.590
down arrows on your steering
wheel control switch.
00:00:49.590 --> 00:00:52.240
Pressing it up decreases your
follow distance setting and
00:00:52.240 --> 00:00:54.330
allows your car to follow
at a closer distance.
00:00:55.530 --> 00:00:58.530
And pressing it down, increases
your follow distance setting, and
00:00:58.530 --> 00:01:01.460
expands the distance between you and
a car in front of you.",http://people.csail.mit.edu/rishabhy/split_videos/Adaptive Cruise Control with Stop-and-Go _ Ford How-To _ Ford-LnUtjs-jeJA_seg4.mp4,"What does increasing your ""follow distance"" do?"
v_99_1,q_5_v_99_1,Track Apps - Line Lock _ Ford How-To _ Ford-vs7uPnHEvAo,"WEBVTT
Kind: captions
Language: en
00:00:00.000 --> 00:00:05.947
[MUSIC]
00:00:05.947 --> 00:00:09.731
Your Mustang has a feature that allows you
to do a burn out to heat up your tires for
00:00:09.731 --> 00:00:12.040
an improved track experience.
00:00:12.040 --> 00:00:15.430
It's called Line Lock and
it's part of the Track Apps feature.
00:00:15.430 --> 00:00:19.830
When turned on, the front brakes are
locked so the rear wheels can spin freely.
00:00:19.830 --> 00:00:23.690
This is helpful when doing a burnout to
heat up the tires for better traction.",http://people.csail.mit.edu/rishabhy/split_videos/Track Apps - Line Lock _ Ford How-To _ Ford-vs7uPnHEvAo_seg1.mp4,What is Line Lock in Mustang?
v_81_3,q_5_v_81_3,Configurable Daytime Running Lamps _ Ford How-To _ Ford-HeJaJ_ufDuc,"00:00:46.150 --> 00:00:46.960
Keep in mind,
00:00:46.960 --> 00:00:51.150
your daytime running lamps will only work
when you're in the autolamp position and
00:00:51.150 --> 00:00:54.250
if you've set them to come on under
preferences in the information display.
00:00:55.380 --> 00:00:59.475
If your daytime running lamps are set
to off in the information display,
00:00:59.475 --> 00:01:01.099
they will not turn on at all.",http://people.csail.mit.edu/rishabhy/split_videos/Configurable Daytime Running Lamps _ Ford How-To _ Ford-HeJaJ_ufDuc_seg3.mp4,What should I do when my daytime running lamsp are not functioning?
v_19_2,q_1_v_19_2,Using Power-Deployable Running Boards _ Ford How-To _ Ford-PpmFNrvleWs,"00:00:19.430 --> 00:00:23.030
To activate them, using the five-way
switch on your steering wheel,
00:00:23.030 --> 00:00:26.219
go to the Settings tab on your
8-inch productivity screen.
00:00:26.219 --> 00:00:30.320
Scroll to Advanced Settings &gt;
Vehicle &gt; Power Running Boards.",http://people.csail.mit.edu/rishabhy/split_videos/Using Power-Deployable Running Boards _ Ford How-To _ Ford-PpmFNrvleWs_seg2.mp4,What is the function of 5 way switch?
v_23_8,q_11_v_23_8,Using SiriusXM Satellite Radio With SYNC 3 _ Ford How-To _ Ford-vWuKT_SnkXs,"00:02:31.040 --> 00:02:34.300
You can also input preset channels for
quick selection.
00:02:34.300 --> 00:02:37.362
To do so, tune to the channel
you wish to save, then touch and
00:02:37.362 --> 00:02:39.360
hold one of the memory preset buttons.
00:02:39.360 --> 00:02:44.420
The sound will mute for a brief moment
before resuming when the channel is saved.
00:02:44.420 --> 00:02:48.730
To add or view additional preset channels,
just touch the preset button.
00:02:48.730 --> 00:02:53.960
You can save up to 18 Sirius XM channels
with the three sets of presets.",http://people.csail.mit.edu/rishabhy/split_videos/Using SiriusXM Satellite Radio With SYNC 3 _ Ford How-To _ Ford-vWuKT_SnkXs_seg8.mp4,How many SiriusXM channels can you save with the three sets of presets?
v_8_6,q_3_v_8_6,F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ,"00:01:16.870 --> 00:01:19.220
There's also a tow haul mode feature,
00:01:19.220 --> 00:01:23.410
which enhances control when hauling
a trailer up and down steep grades and
00:01:23.410 --> 00:01:25.960
augments transmission operation
when towing a heavy load.",http://people.csail.mit.edu/rishabhy/split_videos/F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ_seg6.mp4,HOW TO BUY THE ROAD
v_78_4,q_17_v_78_4,Child Tether LATCH System Help Guide _ Ford How-To _ Ford-4tUQ6xsTLKA,"00:00:44.190 --> 00:00:46.160
Now, let me show you how it works.
00:00:46.160 --> 00:00:50.420
The LATCH system consists of three
anchor points to secure your child seat.
00:00:50.420 --> 00:00:54.850
The two lower anchors in the seat bite,
where the back and the seat cushion meet.
00:00:54.850 --> 00:00:58.860
And the top tether anchor on the back
of or behind the vehicle seat, here.
00:01:00.520 --> 00:01:04.110
Attach the metal connectors on
the bottom of your child seat, remember,
00:01:04.110 --> 00:01:08.320
the ones that are either rigid or
on a strap, to the anchors,
00:01:08.320 --> 00:01:11.350
which may be marked with
a child seat symbol, here.
00:01:11.350 --> 00:01:12.870
If your seat has straps,
00:01:12.870 --> 00:01:16.060
tighten them by pulling up until
the seat is secure and doesn't move.
00:01:16.060 --> 00:01:19.780
If your clips are on a rigid attachment,
push your seat back and
00:01:19.780 --> 00:01:23.270
forth after you've attached it,
to make sure it doesn't move.
00:01:23.270 --> 00:01:27.190
Once you've installed your child seat with
the lower anchors of the latch system,
00:01:27.190 --> 00:01:31.910
attach the top tether strap under the head
rest, or over the top of the head
00:01:31.910 --> 00:01:36.010
restraint, if it's not adjustable or
removable, and tighten the strap.",http://people.csail.mit.edu/rishabhy/split_videos/Child Tether LATCH System Help Guide _ Ford How-To _ Ford-4tUQ6xsTLKA_seg4.mp4,What secures the child seat in the back? 
v_104_2,q_15_v_104_2,Enhanced Active Park Assist with Side Sensing System _ Ford How-To _ Ford-fBF2E6gjwRU,"00:00:22.890 --> 00:00:25.210
To activate the park assist feature,
00:00:25.210 --> 00:00:28.670
press the active park assist button
on the center console, here.
00:00:28.670 --> 00:00:31.400
Then signal to indicate which side
you'd like the vehicle to search.
00:00:32.520 --> 00:00:35.450
An information screen will
appear on your center display.
00:00:35.450 --> 00:00:39.120
And the system will begin to scan for
available parking spots.
00:00:39.120 --> 00:00:42.160
Once an appropriate spot is found,
you’ll hear a chime and
00:00:42.160 --> 00:00:44.910
see a spot found message on your screen.
00:00:44.910 --> 00:00:48.180
Follow the prompts on your screen,
accelerating, shifting and
00:00:48.180 --> 00:00:50.070
braking as needed.
00:00:50.070 --> 00:00:52.180
And be sure to watch your mirrors and
your surroundings for
00:00:52.180 --> 00:00:54.660
any objects which you may
be getting too close to.",http://people.csail.mit.edu/rishabhy/split_videos/Enhanced Active Park Assist with Side Sensing System _ Ford How-To _ Ford-fBF2E6gjwRU_seg2.mp4,How do you activate the park assist feature?
v_21_3,q_16_v_21_3,8' Productivity Screen _ Ford How-To _ Ford-apfpV4zPyrc,"00:00:29.470 --> 00:00:33.870
When you do, you'll notice the oil
pressure, engine temperature, fuel and
00:00:33.870 --> 00:00:37.630
transmission temperature gauges, are
always displayed at the top of the screen.
00:00:37.630 --> 00:00:40.590
Keep in mind, you can switch
the transmission temperature gauge,
00:00:40.590 --> 00:00:42.200
to display a turbo boost gauge.",http://people.csail.mit.edu/rishabhy/split_videos/8' Productivity Screen _ Ford How-To _ Ford-apfpV4zPyrc_seg3.mp4,What can you see on the MyView screen?
v_99_2,q_10_v_99_2,Track Apps - Line Lock _ Ford How-To _ Ford-vs7uPnHEvAo,"00:00:23.690 --> 00:00:29.339
To use line lock, using the five-way
switch scroll down to Track Apps.
00:00:29.339 --> 00:00:31.210
And select Line Lock from the menu.
00:00:31.210 --> 00:00:33.860
There are two steps to using Line Lock.
00:00:33.860 --> 00:00:36.660
This step verifies the driver and
car are ready.
00:00:36.660 --> 00:00:38.670
Simply follow the prompts on the screen.
00:00:38.670 --> 00:00:41.130
If you're unable to select Line Lock,
00:00:41.130 --> 00:00:43.570
check to be sure you're driving
under 25 miles an hour,
00:00:43.570 --> 00:00:49.060
the vehicle is on a level surface, and
you're not in another driving mode.
00:00:49.060 --> 00:00:54.370
To engage, firmly press and hold the
brakes, press OK on the steering wheel,
00:00:54.370 --> 00:00:57.980
remove your foot from the brake pedal,
and hit the accelerator.
00:00:57.980 --> 00:01:02.422
A 15 second countdown timer will
show the remaining time left before
00:01:02.422 --> 00:01:03.785
Line Lock shuts off.
00:01:03.785 --> 00:01:06.480
[MUSIC]
00:01:06.480 --> 00:01:10.670
You can always manually cancel it
by pressing the OK button again.",http://people.csail.mit.edu/rishabhy/split_videos/Track Apps - Line Lock _ Ford How-To _ Ford-vs7uPnHEvAo_seg2.mp4,How do you turn line lock off?
v_8_8,q_5_v_8_8,F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ,"00:01:34.500 --> 00:01:38.570
Trailer sway control works in conjunction
with the roll stability control system
00:01:38.570 --> 00:01:42.170
to determine if your trailer is swaying
and gradually applies your brakes.
00:01:42.170 --> 00:01:44.110
And if necessary,
reduces your engine power.
00:01:45.260 --> 00:01:47.780
Trailer tow mirrors are also
available to help improve
00:01:47.780 --> 00:01:49.850
rear visibility when
towing large trailers.",http://people.csail.mit.edu/rishabhy/split_videos/F-150 Towing _ Ford How-To _ Ford-7qSiTwFoiqQ_seg8.mp4,How does the trailer sway control work?
v_61_1,q_18_v_61_1,Remote Power Tailgate Release _ Ford How-To _ Ford-pboOC6DrJAg,"WEBVTT
Kind: captions
Language: en
00:00:00.000 --> 00:00:04.070
[MUSIC]
00:00:04.070 --> 00:00:07.360
Did you know that you can open your
tailgate without using your hands?
00:00:07.360 --> 00:00:08.700
Let me explain.
00:00:08.700 --> 00:00:11.340
Push the tailgate release button
on your remote two times.
00:00:12.500 --> 00:00:16.220
The tailgate is dampened, which reduces
the speed that the tailgate lowers.
00:00:16.220 --> 00:00:20.280
So don't worry, it'll gradually come down
to a flat position without slamming.
00:00:20.280 --> 00:00:22.620
To close the tailgate,
push it up with both hands.
00:00:23.640 --> 00:00:24.610
You can also lock and
00:00:24.610 --> 00:00:27.740
unlock the tailgate using the lock or
unlock buttons on your remote.
00:00:28.980 --> 00:00:31.496
Any questions, go to FordOwner.com.
00:00:31.496 --> 00:00:41.496
[MUSIC]",http://people.csail.mit.edu/rishabhy/split_videos/Remote Power Tailgate Release _ Ford How-To _ Ford-pboOC6DrJAg_seg1.mp4,How do you close your vehicle's tail gate?
v_26_5,q_17_v_26_5,How to Set Up Pro Trailer Backup Assist  _ Ford How-To _ Ford-oeF7w7ngcYM,"00:02:29.841 --> 00:02:34.098
First, measure the horizontal distance
from the license plate to the center of
00:02:34.098 --> 00:02:35.889
the hitch ball and write it down.
00:02:35.889 --> 00:02:40.242
Next, measure the horizontal distance from
the center of the hitch ball to the center
00:02:40.242 --> 00:02:41.148
of the sticker and
00:02:41.148 --> 00:02:44.731
the distance from the rear-view
camera to the center of the sticker.
00:02:44.731 --> 00:02:49.037
Keep in mind, the location is not
dependent on a straight or A frame type,
00:02:49.037 --> 00:02:53.211
but based on where a surface is
available that meets the requirements.
00:02:53.211 --> 00:02:57.236
And finally, the horizontal distance from
the tailgate to the center of the trailer
00:02:57.236 --> 00:02:59.000
axle if it's a single axle trailer.
00:03:00.080 --> 00:03:01.280
If the trailer has two or
00:03:01.280 --> 00:03:05.000
more axles, measure to the center
point between both axles, here.",http://people.csail.mit.edu/rishabhy/split_videos/How to Set Up Pro Trailer Backup Assist  _ Ford How-To _ Ford-oeF7w7ngcYM_seg5.mp4,Where do I measure if my trailer has two axles?
v_86_7,q_6_v_86_7,SYNC 3 Overview - Customizable Settings _ SYNC 3 How-To _ Ford-4c3WN1usCGw,"00:01:45.930 --> 00:01:50.082
To set valet mode, which locks out the
SYNC 3 screen to the valet attendant while
00:01:50.082 --> 00:01:52.920
driving your car, press the Valet tile.
00:01:52.920 --> 00:01:56.440
You get a message asking you to enter
a personal identification number of your
00:01:56.440 --> 00:01:58.750
choice and if you want to continue.
00:01:58.750 --> 00:02:00.580
If so, press Yes.
00:02:00.580 --> 00:02:02.867
Then type in your PIN and press Done.
00:02:02.867 --> 00:02:05.810
Re-enter the PIN to complete the process.
00:02:05.810 --> 00:02:07.980
Once you get your key back from the valet,
00:02:07.980 --> 00:02:11.890
you need to enter the PIN again to turn
Valet Mode off and unlock the screen.",http://people.csail.mit.edu/rishabhy/split_videos/SYNC 3 Overview - Customizable Settings _ SYNC 3 How-To _ Ford-4c3WN1usCGw_seg7.mp4,How do you enter Valet Mode pin to unlock?
v_107_2,q_9_v_107_2,F-150 Box Side Step _ Ford How-To _ Ford-dcsLsT9KpiU,"00:00:14.850 --> 00:00:17.220
To extend the step from
its stowed position,
00:00:17.220 --> 00:00:19.820
simply press down on the release
with your foot here.
00:00:20.840 --> 00:00:24.100
To help avoid injury,
the box step has a slow release
00:00:24.100 --> 00:00:27.220
that prevents the step from
springing out too quickly.",http://people.csail.mit.edu/rishabhy/split_videos/F-150 Box Side Step _ Ford How-To _ Ford-dcsLsT9KpiU_seg2.mp4,How do you extend the step from stowed position?
